Personnel ID,First Name,Last Name,Gender Description,Age,Duty Description,Duty Location,"Employee Status 
(1-4)",Pay Grade,Start Date
HI884086,Susan,Brown, Female,25,Pipe Welder, Storage Areas,3,25,5/2/2011
HI900967,John,Brown, Male,28,Pipe Welder, Fabrication Shops,4,25,5/2/2011
HI489479,James,Rodriguez, Male,55,Pipe Welder, Outfitting Docks,3,22,5/16/2011
HI394932,Susan,Miller, Female,63,Pipe Welder, Cranes and Heavy Lifting Equipment,2,25,5/16/2011
HI149727,James,Garcia, Male,18,Pipe Welder, Storage Areas,3,18,6/27/2011
HI704610,Karen,Martinez, Female,31,Pipe Welder, Testing Facilities,4,22,6/27/2011
HI837019,William,Martinez, Male,44,Pipe Welder, Slipways,4,22,7/4/2011
HI657113,Susan,Johnson, Female,19,Pipe Welder, Dry Docks,3,25,7/25/2011
HI093976,Jessica,Johnson, Female,29,Pipe Welder, Paint Shops,3,25,7/25/2011
HI064747,Susan,Rodriguez, Female,50,Pipe Welder, Cranes and Heavy Lifting Equipment,2,28,8/22/2011
HI313156,Jessica,Rodriguez, Female,30,Pipe Welder, Testing Facilities,2,22,10/10/2011
HI949774,James,Rodriguez, Male,21,Pipe Welder, Fabrication Shops,4,22,10/17/2011
HI765831,Elizabeth,Rodriguez, Female,35,Pipe Welder, Fabrication Shops,1,18,10/31/2011
HI853354,Jessica,Williams, Female,32,Pipe Welder, Testing Facilities,1,18,12/5/2011
HI184691,Patricia,Martinez, Female,34,Pipe Welder, Wet Docks,2,28,12/12/2011
HI833308,Richard,Davis, Male,53,Pipe Welder, Outfitting Docks,3,18,1/2/2012
HI671580,Elizabeth,Rodriguez, Female,52,Pipe Welder, Testing Facilities,1,22,1/2/2012
HI357807,Elizabeth,Martinez, Female,26,Pipe Welder, Outfitting Docks,3,22,1/2/2012
HI295971,Karen,Rodriguez, Female,63,Pipe Welder, Dry Docks,4,22,1/16/2012
HI585470,Jessica,Jones, Female,46,Pipe Welder, Fabrication Shops,1,18,1/16/2012
HI664126,William,Smith, Male,43,Pipe Welder, Paint Shops,1,28,1/30/2012
HI078408,David,Davis, Male,63,Pipe Welder, Fabrication Shops,3,25,2/13/2012
HI486326,Michael,Brown, Male,19,Pipe Welder, Storage Areas,1,18,2/20/2012
HI917363,William,Davis, Male,61,Pipe Welder, Outfitting Docks,2,25,3/19/2012
HI216705,Elizabeth,Davis, Female,53,Pipe Welder, Cranes and Heavy Lifting Equipment,4,28,4/2/2012
HI377543,Patricia,Williams, Female,18,Pipe Welder, Cranes and Heavy Lifting Equipment,2,25,4/23/2012
HI610184,Robert,Rodriguez, Unknown,57,Pipe Welder, Fabrication Shops,3,22,4/30/2012
HI433434,Susan,Johnson, Female,46,Pipe Welder, Storage Areas,3,28,5/7/2012
HI080022,William,Martinez, Male,39,Pipe Welder, Wet Docks,4,25,5/7/2012
HI468238,Linda,Brown, Female,29,Pipe Welder, Testing Facilities,3,22,5/14/2012
HI692104,Barbara,Johnson, Female,56,Pipe Welder, Storage Areas,2,28,5/14/2012
HI575886,James,Jones, Male,63,Pipe Welder, Wet Docks,3,25,5/28/2012
HI175326,Richard,Williams, Male,26,Pipe Welder, Paint Shops,2,25,5/28/2012
HI180508,William,Johnson, Male,45,Pipe Welder, Administrative Offices,3,28,6/4/2012
HI989800,Barbara,Rodriguez, Female,45,Pipe Welder, Wet Docks,2,22,6/11/2012
HI969624,Mary,Williams, Female,52,Pipe Welder, Storage Areas,4,18,6/11/2012
HI872087,Charles,Brown, Unknown,49,Pipe Welder, Paint Shops,4,28,6/25/2012
HI388395,Sarah,Jones, Female,42,Pipe Welder, Fabrication Shops,2,22,7/2/2012
HI381170,Mary,Smith, Unknown,38,Pipe Welder, Administrative Offices,2,25,7/2/2012
HI577128,Jessica,Miller, Female,21,Pipe Welder, Wet Docks,4,25,7/2/2012
HI669856,James,Davis, Male,51,Pipe Welder, Storage Areas,2,22,7/2/2012
HI695997,Richard,Davis, Male,52,Pipe Welder, Testing Facilities,1,28,7/9/2012
HI991801,David,Brown, Male,23,Pipe Welder, Cranes and Heavy Lifting Equipment,4,28,7/9/2012
HI437019,William,Martinez, Unknown,28,Pipe Welder, Testing Facilities,4,28,7/9/2012
HI401221,Thomas,Miller, Male,24,Pipe Welder, Storage Areas,1,25,7/16/2012
HI908230,Sarah,Martinez, Female,21,Pipe Welder, Dry Docks,3,18,7/16/2012
HI474298,Richard,Davis, Male,40,Pipe Welder, Slipways,4,22,7/16/2012
HI150190,Sarah,Johnson, Female,35,Pipe Welder, Cranes and Heavy Lifting Equipment,4,28,7/23/2012
HI382950,Susan,Johnson, Female,21,Pipe Welder, Wet Docks,2,22,8/6/2012
HI813998,Thomas,Davis, Unknown,61,Pipe Welder, Outfitting Docks,2,18,8/13/2012
HI890228,David,Garcia, Male,57,Pipe Welder, Slipways,3,18,8/27/2012
HI238485,Michael,Miller, Unknown,64,Pipe Welder, Fabrication Shops,2,25,8/27/2012
HI740483,Jessica,Williams, Female,49,Pipe Welder, Paint Shops,2,28,9/3/2012
HI991888,Barbara,Martinez, Female,33,Pipe Welder, Storage Areas,3,22,9/17/2012
HI260607,Sarah,Brown, Female,41,Pipe Welder, Testing Facilities,2,25,10/1/2012
HI809383,William,Jones, Male,29,Pipe Welder, Slipways,3,25,10/8/2012
HI059286,John,Jones, Male,48,Pipe Welder, Administrative Offices,3,28,10/29/2012
HI382778,Michael,Rodriguez, Unknown,34,Pipe Welder, Paint Shops,4,28,10/29/2012
HI223323,Sarah,Martinez, Unknown,34,Pipe Welder, Dry Docks,3,18,11/5/2012
HI597496,Richard,Martinez, Unknown,23,Pipe Welder, Fabrication Shops,4,25,11/5/2012
HI848698,Elizabeth,Smith, Female,26,Pipe Welder, Wet Docks,4,25,11/19/2012
HI142728,Susan,Martinez, Female,28,Pipe Welder, Testing Facilities,3,28,11/19/2012
HI512909,Sarah,Garcia, Female,22,Pipe Welder, Dry Docks,1,28,11/19/2012
HI638345,James,Brown, Male,27,Pipe Welder, Slipways,4,18,11/19/2012
HI295660,Michael,Brown, Male,23,Pipe Welder, Slipways,2,28,11/26/2012
HI069351,Robert,Johnson, Male,44,Pipe Welder, Outfitting Docks,2,22,12/3/2012
HI913651,Joseph,Garcia, Male,50,Pipe Welder, Paint Shops,1,25,12/3/2012
HI595802,Mary,Brown, Female,20,Pipe Welder, Paint Shops,2,25,12/17/2012
HI145095,Susan,Jones, Female,45,Pipe Welder, Storage Areas,2,18,12/24/2012
HI793817,Thomas,Davis, Male,34,Pipe Welder, Cranes and Heavy Lifting Equipment,1,18,12/24/2012
HI103146,Jennifer,Brown, Female,46,Pipe Welder, Fabrication Shops,1,18,12/31/2012
HI880436,Sarah,Brown, Female,18,Pipe Welder, Testing Facilities,3,22,1/7/2013
HI380634,Patricia,Johnson, Female,38,Pipe Welder, Testing Facilities,1,22,1/7/2013
HI085649,James,Garcia, Male,52,Pipe Welder, Outfitting Docks,1,28,1/14/2013
HI117403,Linda,Garcia, Female,34,Pipe Welder, Cranes and Heavy Lifting Equipment,3,18,1/14/2013
HI869292,James,Garcia, Male,46,Pipe Welder, Testing Facilities,4,18,1/21/2013
HI461242,Patricia,Martinez, Female,65,Pipe Welder, Outfitting Docks,2,25,1/21/2013
HI058656,William,Martinez, Unknown,62,Pipe Welder, Cranes and Heavy Lifting Equipment,2,28,1/21/2013
HI762822,Linda,Brown, Female,41,Pipe Welder, Paint Shops,2,22,1/28/2013
HI745912,James,Miller, Male,42,Pipe Welder, Storage Areas,1,28,2/4/2013
HI063825,Michael,Johnson, Male,48,Pipe Welder, Paint Shops,3,28,2/4/2013
HI367891,James,Garcia, Male,65,Pipe Welder, Fabrication Shops,3,25,2/11/2013
HI999618,James,Davis, Male,24,Pipe Welder, Dry Docks,2,28,3/11/2013
HI144116,Patricia,Davis, Female,62,Pipe Welder, Fabrication Shops,4,22,3/18/2013
HI869162,Jennifer,Williams, Female,44,Pipe Welder, Slipways,1,25,4/1/2013
HI400991,Jessica,Rodriguez, Female,26,Pipe Welder, Administrative Offices,4,25,4/8/2013
HI167099,Patricia,Garcia, Female,47,Pipe Welder, Fabrication Shops,1,22,4/8/2013
HI747463,James,Jones, Male,20,Pipe Welder, Administrative Offices,1,22,5/20/2013
HI409834,James,Smith, Unknown,27,Pipe Welder, Storage Areas,1,28,5/20/2013
HI368450,Karen,Davis, Female,62,Pipe Welder, Storage Areas,1,28,5/20/2013
HI627606,Jessica,Brown, Female,56,Pipe Welder, Cranes and Heavy Lifting Equipment,1,28,5/27/2013
HI438547,James,Williams, Male,36,Pipe Welder, Dry Docks,2,25,5/27/2013
HI680048,James,Davis, Male,41,Pipe Welder, Paint Shops,3,25,5/27/2013
HI433900,Susan,Jones, Unknown,62,Pipe Welder, Paint Shops,4,22,5/27/2013
HI329039,Michael,Brown, Male,43,Pipe Welder, Slipways,2,25,6/3/2013
HI987314,Jennifer,Martinez, Female,29,Pipe Welder, Testing Facilities,2,18,6/24/2013
HI346473,Thomas,Johnson, Male,61,Pipe Welder, Administrative Offices,1,25,6/24/2013
HI952201,Thomas,Miller, Male,59,Pipe Welder, Wet Docks,2,28,6/24/2013
HI617244,William,Brown, Male,30,Pipe Welder, Administrative Offices,3,22,7/1/2013
HI338987,Karen,Garcia, Female,21,Pipe Welder, Testing Facilities,3,25,7/1/2013
HI310743,Mary,Johnson, Female,19,Pipe Welder, Wet Docks,2,22,7/15/2013
HI675947,William,Williams, Male,55,Pipe Welder, Fabrication Shops,3,22,7/15/2013
HI371587,James,Williams, Unknown,37,Pipe Welder, Storage Areas,3,22,7/15/2013
HI761323,Richard,Williams, Male,18,Pipe Welder, Administrative Offices,2,22,7/22/2013
HI223210,Jessica,Rodriguez, Female,40,Pipe Welder, Testing Facilities,2,28,8/5/2013
HI420834,Mary,Miller, Female,20,Pipe Welder, Wet Docks,2,28,8/5/2013
HI942066,John,Martinez, Male,63,Pipe Welder, Testing Facilities,3,22,8/5/2013
HI139077,Jennifer,Miller, Female,22,Pipe Welder, Slipways,4,28,8/5/2013
HI051005,James,Williams, Male,64,Pipe Welder, Fabrication Shops,3,25,8/5/2013
HI508407,Richard,Johnson, Unknown,63,Pipe Welder, Wet Docks,2,18,8/12/2013
HI034113,Jessica,Brown, Female,54,Pipe Welder, Fabrication Shops,2,22,8/12/2013
HI436385,Jessica,Miller, Female,27,Pipe Welder, Storage Areas,4,18,8/12/2013
HI266625,Charles,Rodriguez, Unknown,28,Pipe Welder, Dry Docks,1,28,8/19/2013
HI652227,David,Martinez, Male,65,Pipe Welder, Paint Shops,2,25,8/19/2013
HI177803,Elizabeth,Jones, Unknown,49,Pipe Welder, Paint Shops,1,22,8/19/2013
HI236083,Charles,Jones, Male,25,Pipe Welder, Outfitting Docks,3,25,8/19/2013
HI874469,Barbara,Miller, Female,20,Pipe Welder, Wet Docks,1,28,9/2/2013
HI467702,Sarah,Smith, Female,58,Pipe Welder, Outfitting Docks,2,25,9/2/2013
HI024886,Jessica,Brown, Female,25,Pipe Welder, Cranes and Heavy Lifting Equipment,4,18,9/16/2013
HI391962,Richard,Davis, Male,51,Pipe Welder, Cranes and Heavy Lifting Equipment,1,22,9/30/2013
HI199889,Sarah,Smith, Female,50,Pipe Welder, Slipways,1,25,10/21/2013
HI795858,Michael,Johnson, Male,40,Pipe Welder, Testing Facilities,4,28,11/18/2013
HI825264,James,Miller, Male,50,Pipe Welder, Storage Areas,1,22,1/6/2014
HI700063,Thomas,Miller, Male,62,Pipe Welder, Cranes and Heavy Lifting Equipment,4,28,1/27/2014
HI691015,Jennifer,Smith, Female,55,Pipe Welder, Paint Shops,3,18,2/10/2014
HI804873,Karen,Johnson, Female,63,Pipe Welder, Slipways,1,25,2/10/2014
HI901903,Susan,Garcia, Female,31,Pipe Welder, Administrative Offices,3,18,3/3/2014
HI526109,Patricia,Johnson, Unknown,27,Pipe Welder, Fabrication Shops,3,28,3/3/2014
HI275188,Richard,Jones, Male,63,Pipe Welder, Fabrication Shops,3,28,3/10/2014
HI767143,William,Davis, Male,55,Pipe Welder, Cranes and Heavy Lifting Equipment,1,25,3/10/2014
HI011611,John,Johnson, Male,45,Pipe Welder, Fabrication Shops,1,18,3/24/2014
HI360741,Patricia,Brown, Unknown,53,Pipe Welder, Slipways,1,28,3/24/2014
HI708781,David,Davis, Male,60,Pipe Welder, Slipways,4,18,3/31/2014
HI913494,Robert,Williams, Male,58,Pipe Welder, Dry Docks,4,22,3/31/2014
HI075712,Patricia,Johnson, Female,56,Pipe Welder, Slipways,4,22,4/28/2014
HI600258,Richard,Martinez, Male,21,Pipe Welder, Paint Shops,3,25,4/28/2014
HI370306,Jennifer,Williams, Unknown,63,Pipe Welder, Administrative Offices,2,18,5/12/2014
HI137729,Charles,Davis, Male,18,Pipe Welder, Fabrication Shops,2,18,6/9/2014
HI010236,David,Miller, Male,53,Pipe Welder, Outfitting Docks,3,25,6/16/2014
HI355699,Mary,Williams, Female,22,Pipe Welder, Testing Facilities,2,25,6/16/2014
HI123038,Jennifer,Miller, Female,33,Pipe Welder, Administrative Offices,1,28,6/23/2014
HI308342,Jessica,Smith, Female,49,Pipe Welder, Cranes and Heavy Lifting Equipment,2,25,6/30/2014
HI982313,Susan,Martinez, Female,45,Pipe Welder, Testing Facilities,4,25,6/30/2014
HI294371,James,Miller, Male,57,Pipe Welder, Fabrication Shops,2,25,6/30/2014
HI778181,Richard,Jones, Male,39,Pipe Welder, Testing Facilities,3,18,6/30/2014
HI648558,John,Rodriguez, Male,19,Pipe Welder, Administrative Offices,4,25,7/7/2014
HI943280,Sarah,Johnson, Female,34,Pipe Welder, Dry Docks,4,22,7/14/2014
HI548033,Patricia,Davis, Female,41,Pipe Welder, Paint Shops,2,18,8/4/2014
HI123673,William,Johnson, Male,24,Pipe Welder, Storage Areas,2,22,8/11/2014
HI324992,Robert,Miller, Male,45,Pipe Welder, Administrative Offices,3,25,8/11/2014
HI922744,Robert,Brown, Male,18,Pipe Welder, Outfitting Docks,3,22,8/25/2014
HI851379,John,Davis, Male,51,Pipe Welder, Storage Areas,1,25,9/1/2014
HI365144,William,Smith, Male,27,Pipe Welder, Cranes and Heavy Lifting Equipment,1,28,9/8/2014
HI786661,Sarah,Brown, Female,64,Pipe Welder, Slipways,1,25,9/8/2014
HI007940,Sarah,Jones, Female,46,Pipe Welder, Fabrication Shops,4,18,9/15/2014
HI200350,Joseph,Brown, Male,18,Pipe Welder, Administrative Offices,1,22,9/22/2014
HI360918,Jennifer,Williams, Female,40,Pipe Welder, Wet Docks,1,25,9/29/2014
HI376299,Karen,Davis, Female,24,Pipe Welder, Slipways,1,25,10/27/2014
HI275769,Richard,Miller, Male,61,Pipe Welder, Slipways,1,28,10/27/2014
HI230714,Karen,Johnson, Female,38,Pipe Welder, Administrative Offices,2,28,10/27/2014
HI906909,Patricia,Brown, Female,21,Pipe Welder, Wet Docks,1,22,11/3/2014
HI300902,James,Garcia, Male,65,Pipe Welder, Administrative Offices,4,25,11/10/2014
HI934120,Linda,Williams, Female,57,Pipe Welder, Slipways,3,28,11/10/2014
HI248390,Barbara,Williams, Female,52,Pipe Welder, Cranes and Heavy Lifting Equipment,2,22,11/17/2014
HI061141,Linda,Jones, Female,59,Pipe Welder, Paint Shops,1,28,11/17/2014
HI450151,Jessica,Brown, Female,31,Pipe Welder, Slipways,3,22,11/17/2014
HI182601,Elizabeth,Miller, Female,32,Pipe Welder, Fabrication Shops,2,22,12/1/2014
HI602031,Charles,Martinez, Male,19,Pipe Welder, Wet Docks,4,22,12/8/2014
HI896867,Sarah,Rodriguez, Female,34,Pipe Welder, Outfitting Docks,4,28,12/15/2014
HI672464,John,Martinez, Male,29,Pipe Welder, Administrative Offices,2,22,12/22/2014
HI292076,Joseph,Brown, Male,34,Pipe Welder, Testing Facilities,3,28,12/29/2014
HI577937,Linda,Williams, Unknown,45,Pipe Welder, Outfitting Docks,3,18,12/29/2014
HI522720,William,Martinez, Male,33,Pipe Welder, Outfitting Docks,4,28,1/5/2015
HI078160,Joseph,Garcia, Male,23,Pipe Welder, Wet Docks,4,28,1/12/2015
HI532674,Karen,Smith, Female,51,Pipe Welder, Paint Shops,2,22,1/12/2015
HI056302,Jessica,Garcia, Female,61,Pipe Welder, Storage Areas,3,22,1/19/2015
HI358948,Linda,Rodriguez, Female,30,Pipe Welder, Testing Facilities,1,22,2/2/2015
HI588133,John,Williams, Male,29,Pipe Welder, Slipways,1,25,2/16/2015
HI736672,Linda,Brown, Unknown,28,Pipe Welder, Storage Areas,1,22,2/16/2015
HI335663,Jennifer,Martinez, Female,32,Pipe Welder, Outfitting Docks,2,18,2/16/2015
HI239962,James,Smith, Male,43,Pipe Welder, Cranes and Heavy Lifting Equipment,4,22,2/16/2015
HI412777,Charles,Brown, Male,37,Pipe Welder, Wet Docks,1,22,3/23/2015
HI088395,Jennifer,Williams, Unknown,47,Pipe Welder, Fabrication Shops,3,28,4/13/2015
HI312373,William,Brown, Male,42,Pipe Welder, Outfitting Docks,1,25,4/13/2015
HI745638,Jennifer,Martinez, Female,47,Pipe Welder, Slipways,2,25,4/27/2015
HI947001,Michael,Johnson, Male,18,Pipe Welder, Outfitting Docks,1,18,5/25/2015
HI441166,Michael,Brown, Male,43,Pipe Welder, Wet Docks,2,28,6/1/2015
HI011907,Elizabeth,Davis, Female,41,Pipe Welder, Testing Facilities,3,25,7/6/2015
HI240429,Robert,Smith, Male,59,Pipe Welder, Testing Facilities,2,22,7/6/2015
HI576271,Barbara,Williams, Female,37,Pipe Welder, Testing Facilities,2,28,7/13/2015
HI447958,Elizabeth,Martinez, Female,62,Pipe Welder, Testing Facilities,4,25,7/20/2015
HI727200,Patricia,Brown, Female,60,Pipe Welder, Outfitting Docks,4,18,7/20/2015
HI410092,Linda,Jones, Female,28,Pipe Welder, Slipways,2,18,7/20/2015
HI128914,Barbara,Brown, Female,33,Pipe Welder, Testing Facilities,4,25,7/27/2015
HI520231,James,Smith, Male,37,Pipe Welder, Slipways,2,28,8/3/2015
HI706807,James,Jones, Male,55,Pipe Welder, Paint Shops,2,25,8/17/2015
HI138228,Linda,Davis, Female,64,Pipe Welder, Testing Facilities,4,18,8/17/2015
HI878678,Barbara,Jones, Unknown,26,Pipe Welder, Wet Docks,4,25,8/24/2015
HI555795,Richard,Davis, Male,33,Pipe Welder, Testing Facilities,2,22,9/7/2015
HI674474,Mary,Brown, Female,22,Pipe Welder, Cranes and Heavy Lifting Equipment,2,18,10/12/2015
HI549528,Jennifer,Jones, Female,52,Pipe Welder, Testing Facilities,3,28,10/19/2015
HI804412,Elizabeth,Garcia, Female,51,Pipe Welder, Storage Areas,1,18,11/16/2015
HI840640,Charles,Rodriguez, Male,64,Pipe Welder, Slipways,2,25,11/30/2015
HI902182,Richard,Johnson, Male,52,Pipe Welder, Cranes and Heavy Lifting Equipment,1,22,12/7/2015
HI027683,Barbara,Rodriguez, Female,32,Pipe Welder, Outfitting Docks,2,18,12/14/2015
HI080159,Charles,Davis, Male,22,Pipe Welder, Wet Docks,1,25,12/28/2015
HI970646,Richard,Jones, Male,24,Pipe Welder, Slipways,2,25,1/4/2016
HI360057,Barbara,Davis, Female,63,Pipe Welder, Paint Shops,4,28,1/11/2016
HI716231,David,Brown, Male,63,Pipe Welder, Wet Docks,2,22,1/18/2016
HI873323,Thomas,Smith, Male,43,Pipe Welder, Fabrication Shops,3,18,2/1/2016
HI158914,Charles,Johnson, Male,18,Pipe Welder, Slipways,2,18,2/1/2016
HI064602,Michael,Davis, Male,35,Pipe Welder, Paint Shops,2,22,2/1/2016
HI915310,Linda,Davis, Female,53,Pipe Welder, Paint Shops,2,18,2/29/2016
HI416501,Susan,Smith, Female,24,Pipe Welder, Dry Docks,2,25,3/14/2016
HI796092,William,Jones, Male,33,Pipe Welder, Administrative Offices,1,28,3/28/2016
HI377186,Richard,Miller, Male,55,Pipe Welder, Administrative Offices,2,22,3/28/2016
HI445922,Patricia,Davis, Female,59,Pipe Welder, Paint Shops,4,18,4/11/2016
HI981018,Karen,Martinez, Unknown,49,Pipe Welder, Cranes and Heavy Lifting Equipment,1,18,5/16/2016
HI197527,Barbara,Davis, Female,47,Pipe Welder, Storage Areas,4,25,5/23/2016
HI184167,David,Martinez, Male,39,Pipe Welder, Fabrication Shops,2,25,5/30/2016
HI706822,Patricia,Jones, Female,47,Pipe Welder, Fabrication Shops,2,18,6/6/2016
HI836916,Patricia,Brown, Female,51,Pipe Welder, Dry Docks,1,25,6/6/2016
HI094192,Elizabeth,Williams, Female,45,Pipe Welder, Paint Shops,3,18,6/27/2016
HI419720,Richard,Jones, Male,27,Pipe Welder, Testing Facilities,2,25,7/4/2016
HI146852,Barbara,Rodriguez, Female,53,Pipe Welder, Administrative Offices,3,22,7/25/2016
HI197979,Richard,Davis, Male,39,Pipe Welder, Outfitting Docks,1,22,8/8/2016
HI382129,Joseph,Brown, Unknown,37,Pipe Welder, Storage Areas,2,22,8/22/2016
HI615571,Sarah,Rodriguez, Female,53,Pipe Welder, Cranes and Heavy Lifting Equipment,4,22,9/12/2016
HI490812,Karen,Williams, Female,33,Pipe Welder, Administrative Offices,4,22,9/12/2016
HI306632,Jessica,Williams, Female,57,Pipe Welder, Administrative Offices,2,18,9/26/2016
HI163217,Susan,Martinez, Female,27,Pipe Welder, Slipways,1,28,10/31/2016
HI128491,Michael,Martinez, Male,39,Pipe Welder, Administrative Offices,4,18,11/14/2016
HI208228,Robert,Smith, Male,23,Pipe Welder, Slipways,3,25,11/28/2016
HI914687,William,Miller, Male,41,Pipe Welder, Testing Facilities,2,18,12/5/2016
HI598626,Karen,Miller, Female,20,Pipe Welder, Storage Areas,2,28,12/12/2016
HI475357,Jennifer,Williams, Female,46,Pipe Welder, Cranes and Heavy Lifting Equipment,4,22,12/12/2016
HI334847,Patricia,Johnson, Female,44,Pipe Welder, Fabrication Shops,1,18,12/26/2016
HI540722,Joseph,Jones, Male,61,Pipe Welder, Wet Docks,4,28,12/26/2016
HI185015,James,Jones, Male,23,Pipe Welder, Wet Docks,3,18,12/26/2016
HI341850,David,Johnson, Male,49,Pipe Welder, Testing Facilities,2,25,1/9/2017
HI710207,Jennifer,Johnson, Female,55,Pipe Welder, Paint Shops,4,28,2/6/2017
HI594138,James,Martinez, Male,35,Pipe Welder, Paint Shops,3,22,2/6/2017
HI819500,Karen,Miller, Unknown,26,Pipe Welder, Storage Areas,1,25,2/13/2017
HI613822,Sarah,Williams, Female,47,Pipe Welder, Administrative Offices,2,22,2/13/2017
HI624563,Charles,Garcia, Male,49,Pipe Welder, Wet Docks,3,28,2/27/2017
HI159655,Michael,Miller, Male,25,Pipe Welder, Outfitting Docks,2,18,2/27/2017
HI549044,Patricia,Rodriguez, Female,54,Pipe Welder, Fabrication Shops,4,25,2/27/2017
HI880352,Joseph,Martinez, Male,19,Pipe Welder, Cranes and Heavy Lifting Equipment,4,25,3/6/2017
HI181826,Robert,Martinez, Male,24,Pipe Welder, Paint Shops,2,18,4/3/2017
HI725787,Barbara,Martinez, Unknown,50,Pipe Welder, Testing Facilities,3,28,4/3/2017
HI624598,Thomas,Miller, Male,44,Pipe Welder, Dry Docks,2,28,4/10/2017
HI402454,Richard,Garcia, Male,64,Pipe Welder, Fabrication Shops,2,18,4/24/2017
HI966238,John,Johnson, Male,36,Pipe Welder, Dry Docks,3,18,4/24/2017
HI532875,William,Rodriguez, Male,54,Pipe Welder, Dry Docks,4,22,5/1/2017
HI859035,Barbara,Williams, Female,39,Pipe Welder, Dry Docks,1,18,5/22/2017
HI455836,James,Martinez, Male,43,Pipe Welder, Cranes and Heavy Lifting Equipment,2,28,6/12/2017
HI609260,Richard,Brown, Male,59,Pipe Welder, Storage Areas,2,25,6/12/2017
HI636756,Robert,Williams, Male,64,Pipe Welder, Storage Areas,1,25,6/12/2017
HI255752,David,Rodriguez, Male,53,Pipe Welder, Dry Docks,2,25,6/12/2017
HI763822,Karen,Garcia, Female,20,Pipe Welder, Dry Docks,4,25,6/19/2017
HI503615,Sarah,Martinez, Female,24,Pipe Welder, Wet Docks,4,28,6/19/2017
HI939048,Thomas,Rodriguez, Male,37,Pipe Welder, Cranes and Heavy Lifting Equipment,3,22,7/17/2017
HI532145,William,Davis, Male,28,Pipe Welder, Fabrication Shops,3,22,8/14/2017
HI481669,Elizabeth,Johnson, Female,60,Pipe Welder, Dry Docks,3,22,8/14/2017
HI297967,Mary,Garcia, Female,18,Pipe Welder, Administrative Offices,1,28,8/21/2017
HI593148,Michael,Miller, Male,57,Pipe Welder, Paint Shops,2,25,8/21/2017
HI996171,Michael,Williams, Male,42,Pipe Welder, Fabrication Shops,3,18,8/28/2017
HI322685,Michael,Rodriguez, Unknown,45,Pipe Welder, Slipways,2,25,9/4/2017
HI435710,Elizabeth,Brown, Female,53,Pipe Welder, Testing Facilities,3,28,9/11/2017
HI916251,Elizabeth,Martinez, Female,28,Pipe Welder, Cranes and Heavy Lifting Equipment,4,28,9/18/2017
HI929110,Patricia,Martinez, Female,44,Pipe Welder, Fabrication Shops,2,25,10/2/2017
HI276671,Elizabeth,Brown, Female,62,Pipe Welder, Wet Docks,3,22,10/16/2017
HI055604,Robert,Martinez, Unknown,40,Pipe Welder, Cranes and Heavy Lifting Equipment,2,22,10/23/2017
HI767144,Patricia,Rodriguez, Female,52,Pipe Welder, Administrative Offices,3,18,10/30/2017
HI000688,James,Miller, Male,58,Pipe Welder, Fabrication Shops,1,25,11/6/2017
HI222779,Karen,Jones, Female,36,Pipe Welder, Slipways,2,28,11/6/2017
HI051519,Jessica,Garcia, Female,27,Pipe Welder, Administrative Offices,2,18,11/6/2017
HI549657,Linda,Johnson, Female,19,Pipe Welder, Administrative Offices,2,28,11/13/2017
HI149437,Richard,Brown, Male,41,Pipe Welder, Slipways,3,22,11/20/2017
HI020578,Joseph,Miller, Male,53,Pipe Welder, Wet Docks,4,28,11/20/2017
HI339897,Patricia,Brown, Female,23,Pipe Welder, Testing Facilities,4,25,12/4/2017
HI969014,Michael,Smith, Male,54,Pipe Welder, Fabrication Shops,3,18,12/11/2017
HI740202,Michael,Jones, Male,44,Pipe Welder, Fabrication Shops,1,18,12/11/2017
HI898703,Joseph,Garcia, Unknown,34,Pipe Welder, Outfitting Docks,2,25,12/18/2017
HI484616,Robert,Jones, Male,55,Pipe Welder, Dry Docks,3,25,12/25/2017
HI201157,Robert,Williams, Male,24,Pipe Welder, Outfitting Docks,4,28,12/25/2017
HI794272,Thomas,Davis, Male,48,Pipe Welder, Testing Facilities,3,22,1/1/2018
HI251524,Jessica,Williams, Unknown,51,Pipe Welder, Fabrication Shops,3,22,1/15/2018
HI781552,James,Johnson, Male,42,Pipe Welder, Fabrication Shops,3,18,1/22/2018
HI534578,Jennifer,Jones, Female,33,Pipe Welder, Slipways,3,28,2/5/2018
HI518043,Richard,Garcia, Unknown,57,Pipe Welder, Wet Docks,3,28,3/5/2018
HI563474,Barbara,Martinez, Female,36,Pipe Welder, Paint Shops,4,18,3/5/2018
HI541402,Joseph,Miller, Male,28,Pipe Welder, Testing Facilities,4,25,3/19/2018
HI866992,William,Rodriguez, Unknown,22,Pipe Welder, Paint Shops,2,28,3/19/2018
HI250310,Patricia,Smith, Female,25,Pipe Welder, Storage Areas,2,18,3/19/2018
HI069364,Susan,Garcia, Female,61,Pipe Welder, Storage Areas,3,25,4/30/2018
HI890145,Thomas,Brown, Male,49,Pipe Welder, Storage Areas,3,25,5/14/2018
HI383603,Richard,Davis, Male,43,Pipe Welder, Storage Areas,2,25,5/21/2018
HI185683,Jessica,Garcia, Female,58,Pipe Welder, Dry Docks,1,25,6/18/2018
HI904894,Barbara,Davis, Female,64,Pipe Welder, Wet Docks,2,25,6/25/2018
